Name,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
Kabir,56,Male,51.5,1.66,198,167,70,2,843,Strength,24.2,2.4,3,3,25.65
Kabir,24,Male,80.9,1.74,181,128,61,1.19,1705,HIIT,10,2.7,4,1,12.32
Saanvi,29,Female,85.3,1.68,161,133,74,1.45,1269,Cardio,26.1,2.5,4,3,15.99
Vivaan,18,Female,47.8,1.73,162,136,56,1.42,562,Cardio,23.9,3.4,3,1,14.48
Aanya,36,Female,87.9,1.54,177,129,58,1.93,1010,Cardio,21.1,3.3,3,1,29.54
Tia,49,Female,43.6,1.68,170,124,73,0.94,739,Yoga,27.6,3.5,4,2,30.46
Vivaan,40,Female,55.7,1.6,184,133,72,1.4,749,Yoga,23.7,2.6,4,2,24.88
Arjun,20,Female,73.5,1.87,167,145,68,2,1338,HIIT,21.9,3.5,3,,22.35
Aarav,31,Female,52.7,1.65,199,138,74,1.92,1102,HIIT,24,3.3,2,3,18.38
Anaya,47,Female,87.1,1.7,174,160,63,1.4,562,HIIT,26,3.7,5,1,26.61
Zara,47,,71.5,1.79,162,169,65,1.84,822,HIIT,29.1,2.3,5,2,25.83
Riya,48,Female,57.3,1.9,172,,55,1.62,877,Yoga,10,2.8,2,2,38.13
Zara,54,,40,1.75,174,166,66,1.58,409,Cardio,27.9,3.5,5,2,17.72
Meera,44,Male,94.4,1.82,182,140,57,1.38,1369,HIIT,20.7,3.2,3,1,22.79
Meera,46,Male,44.9,1.93,177,154,58,2,1434,HIIT,31.4,3.5,4,2,12.32
Vivaan,55,Male,61.9,1.74,163,140,73,0.97,598,Strength,23.6,3.1,2,1,27.13
Yuvan,24,Male,83.4,1.7,162,169,51,1.87,879,Yoga,26.4,3.3,4,1,21.68
Saanvi,18,Female,83.6,1.84,186,137,73,1.33,1338,Strength,35,2.6,2,2,30.41
Krishna,18,Male,87.3,1.71,199,145,65,1.16,1783,Cardio,30,3.3,3,3,12.32
Sara,18,Female,48.6,1.72,180,136,72,1.38,1185,Strength,23.5,1.8,,2,21.68
Vihaan,18,Female,80.7,2,184,142,74,0.72,1221,Yoga,25.6,1.9,2,2,18.28
Yuvan,33,Female,62.6,1.71,192,158,57,1.99,1081,Yoga,31.3,3.5,2,2,31.79
Yuvan,19,Male,41.9,1.69,176,138,74,1.89,1010,Yoga,27.9,2.6,2,2,17.97
Kabir,58,Male,47.6,1.84,182,155,66,1.59,635,Yoga,11.2,2.6,4,3,13.65
Ishaan,18,Female,129.9,1.76,168,135,50,1.3,1208,HIIT,25.1,2,3,2,13.89
Kabir,58,Female,73.3,1.69,180,156,72,1.6,1350,Yoga,25.4,3,4,1,38.45
Kabir,47,Male,45.4,1.81,189,128,55,1.01,662,Strength,28.6,3.6,4,1,29.15
Saanvi,47,Male,50.6,1.65,192,169,63,1.36,594,Strength,25.5,2.2,5,2,28.24
Riya,56,Male,54,1.92,190,129,73,0.61,985,HIIT,21.6,2.5,3,2,12.32
Aanya,34,Female,73.1,1.73,166,161,69,1.64,765,Yoga,27,3.3,4,2,21.47
Tia,36,Male,47.2,1.83,,146,54,1.3,775,HIIT,29.9,3.4,4,1,13.01
Advait,21,Female,48.7,,198,162,56,1.06,1503,HIIT,10.1,3.4,2,2,23.7
Myra,29,Female,66.1,1.63,181,169,71,1.48,666,HIIT,30.6,1.6,5,1,17.15
Zara,18,Male,59,1.78,173,169,51,1.07,904,Strength,18.9,3.2,2,3,12.32
Vivaan,33,Female,94.2,1.86,172,148,61,1.34,685,Cardio,28.9,1.8,3,1,22.89
Saanvi,38,Male,40,1.86,187,126,71,1.6,1059,Cardio,14.7,3,2,2,12.32
Ishaan,18,Female,73.6,1.53,186,128,50,1.46,1222,Cardio,25.2,2.3,3,1,14.92
Meera,50,Male,69.1,1.88,,131,55,0.99,777,Yoga,19.9,3.7,3,1,17.62
Yuvan,31,Female,60.2,1.75,166,155,57,0.92,819,Cardio,10,3.2,5,1,12.32
Tia,40,Male,73.8,1.85,185,165,59,1.99,1485,,27.9,2,4,1,22.4
Tia,18,Male,72.8,1.84,174,152,62,1.32,730,Cardio,23.5,2.1,2,3,12.32
Ishaan,33,Female,40,1.63,165,159,74,2,935,Yoga,28.2,1.6,2,3,12.98
Anaya,33,Female,99.6,1.72,164,169,70,1.41,962,HIIT,23.6,3.7,5,2,28.7
Myra,48,Male,71.5,1.71,183,151,62,1.05,,Strength,22,2.7,4,3,20.39
Anaya,55,Male,64.4,1.76,163,144,74,1.48,717,Cardio,26.7,1.7,2,3,21.26
Ishaan,50,Female,56.4,1.67,193,128,59,1.9,1190,HIIT,17.5,3.7,2,2,12.32
Anaya,21,Male,45.2,1.73,198,156,59,1.07,1562,Cardio,24.2,2.8,4,2,22.25
Vihaan,49,Female,86,1.5,192,127,65,1.79,636,HIIT,22.1,1.8,4,3,
Anaya,49,,70,1.64,182,134,71,1.5,1132,Cardio,29.2,,4,3,18.38
Aryan,33,Female,60.7,2,188,169,74,1.42,705,Cardio,23.3,3.2,4,2,21.91
Krishna,42,Male,53.6,1.86,199,167,62,2,1096,Strength,21.9,3.4,3,1,20.71
Riya,35,Female,64.3,1.79,188,148,62,1.63,1192,HIIT,16.3,2.2,5,2,13.91
Arjun,18,Male,78,1.51,182,169,64,1.06,990,Strength,31.4,3.1,3,2,12.32
Meera,46,Male,50.2,1.8,193,132,74,1.21,893,HIIT,28.4,3.4,3,3,15.85
Sara,29,Female,57,1.62,188,126,70,2,998,Yoga,17.9,3.4,4,1,13.32
Saanvi,50,Male,87.6,1.67,172,156,74,0.97,1005,,23,2,4,2,23.76
Tia,20,Female,86,1.69,183,136,58,1.16,861,Strength,23.3,3.6,5,,28.85
Meera,28,Female,43.3,1.78,193,128,72,1.27,1479,HIIT,26.3,3.4,3,1,31.04
Arjun,18,Male,65.9,1.78,170,135,69,2,1734,Yoga,23.9,3.1,3,1,24.81
Vivaan,18,Female,61,1.51,173,146,58,2,1403,Cardio,21.7,2.1,2,2,12.32
Krishna,22,Male,71,1.72,192,128,59,1.44,1436,Cardio,28.5,3.2,3,2,17.82
Advait,44,Male,56.7,1.77,194,161,68,1.47,,Strength,28,3.5,2,3,19.97
Krishna,42,Female,57.3,1.76,174,131,74,1.13,841,Yoga,22.1,1.9,4,3,12.46
Vivaan,26,Male,95.2,1.68,163,142,68,0.71,1196,Strength,24.2,3.7,4,2,19.46
Ishaan,38,Male,71.7,1.71,187,,74,1.39,542,Yoga,26.5,3.1,3,1,12.32
Saanvi,49,Female,68.8,1.66,190,137,63,2,1023,Yoga,26.2,2.6,2,1,15.5
Anaya,43,Female,69.7,1.75,193,162,53,0.52,1262,Cardio,26.1,1.5,3,2,22.68
Riya,34,Female,102.9,1.64,188,124,74,1.24,700,Strength,24.2,3.3,4,1,14.76
Vivaan,23,Female,90.5,1.5,182,148,67,1.16,1204,Strength,23.3,2.8,2,2,15.69
Vihaan,29,Female,40,1.72,194,127,68,1.51,1005,HIIT,27.1,2.1,2,1,21.98
Vihaan,31,Male,81.9,1.63,168,126,56,1.17,760,Cardio,23.1,2.1,4,2,12.32
Advait,38,Male,99.6,1.6,173,132,56,1.01,1128,Strength,30.6,3.4,2,2,16.92
Saanvi,18,Female,65.7,1.72,180,169,56,2,1005,HIIT,27,3,3,2,21.61
Riya,18,Male,,1.84,179,136,74,1.52,1256,Strength,22.5,3.4,2,2,18.9
Tia,41,Female,85.7,1.66,170,134,74,1.69,475,Yoga,11.1,1.5,4,1,17.33
Yuvan,29,Male,62,1.74,181,158,53,1.15,549,Yoga,22.5,2.2,,,16.32
Zara,45,Male,70.9,2,198,128,73,1.19,1064,HIIT,27.8,1.5,3,1,27.46
Krishna,49,Female,59.2,1.55,185,169,63,1.32,1169,Yoga,25.1,1.7,4,1,27.18
Vivaan,29,Male,83.7,1.8,190,149,74,1.43,1157,Cardio,16,3.5,,1,13.59
Aarav,55,Female,53.8,1.52,191,136,55,1.17,1102,HIIT,20.4,3.6,3,2,23.84
Vivaan,18,Female,68.1,1.66,160,120,65,1.43,1343,Cardio,27.2,3.3,4,1,25.77
Arjun,41,Female,105.1,1.67,194,127,68,1.3,1068,Strength,30.6,3.5,3,3,17.65
Ishaan,24,,45.5,2,169,164,60,1.82,1297,HIIT,24.9,2.2,3,1,17.6
Yuvan,51,Male,58.8,1.63,188,155,59,1.1,897,Cardio,24.7,3.3,2,1,21.73
Vivaan,20,Male,52.9,1.8,163,159,57,1.45,1117,Strength,27.1,3.3,3,1,27.72
Riya,43,Female,57.1,1.96,196,149,51,1.88,858,Cardio,29.9,3.2,5,,13.07
Vihaan,23,Male,68.6,1.8,196,138,65,1.08,578,Strength,16.8,2.6,2,1,21.41
Sara,39,Male,76.2,1.77,164,169,74,2,1196,HIIT,28.7,3.3,2,1,17.38
Zara,47,Male,68.2,1.58,164,140,72,1,1316,HIIT,28.1,2.6,2,3,16.35
Krishna,18,Male,40,1.64,160,152,56,1.2,1317,Cardio,19.2,1.8,3,1,28.02
Vivaan,28,Male,82.4,1.57,171,169,55,1.07,1218,HIIT,31,2.5,4,,12.47
Myra,29,Male,46.8,1.7,195,153,59,1.33,1178,Cardio,24.7,3.4,3,2,26.27
Krishna,21,Male,62.2,1.71,190,142,58,2,1757,Yoga,18.5,3.1,,2,16.06
Krishna,33,Male,58.1,1.65,168,130,60,1.18,850,Strength,22.4,3.1,3,2,12.32
Krishna,,Female,82.7,1.79,191,124,,1.15,823,HIIT,31.8,1.8,3,1,12.32
Riya,45,Female,55.2,1.9,175,156,67,1.39,854,Strength,24.5,2.5,5,1,12.32
Krishna,18,Female,65.5,1.69,178,134,53,1.29,405,Cardio,24.4,,4,2,12.32
Riya,22,Male,52.3,1.66,190,146,59,0.76,1186,Yoga,21.4,3.3,2,2,15.38
Krishna,37,Female,40,1.66,176,134,57,2,931,Strength,27.2,2.7,3,2,23.21
Aryan,28,Female,93.2,1.71,176,149,60,1.4,1348,HIIT,27.2,2.1,,2,14.12
Krishna,18,Female,53.9,1.73,177,157,73,1.24,1483,Cardio,10,3.5,3,1,15.92
Zara,52,Male,54.9,1.67,167,144,69,2,997,Strength,16.4,2.5,4,2,18.27
Myra,18,Male,62.7,1.87,184,141,59,1.59,708,Cardio,10.3,1.5,2,2,13.14
Vivaan,57,Female,98.3,1.71,162,126,61,0.95,366,HIIT,22.7,3.3,3,2,20.61
Aarav,40,Female,71.4,1.92,171,167,57,0.62,1412,Strength,10,1.8,3,1,18.19
Advait,33,Male,74.6,1.58,172,165,68,1.4,1271,Yoga,15.6,2.7,2,2,13.23
Anaya,51,Male,47.1,2,177,163,65,1.29,1140,Yoga,21.9,2.8,5,1,14.85
Myra,46,Female,49.2,1.5,184,120,73,2,832,Yoga,25.9,3.3,3,1,15.31
Tia,36,Male,80.8,1.91,184,,59,0.99,780,HIIT,23.6,3.3,4,2,18.61
Vihaan,51,Male,80.8,2,167,129,55,1.52,1454,Cardio,33.9,1.6,3,1,12.58
Riya,59,Female,85.7,1.6,182,140,72,2,1243,Yoga,33.4,1.5,4,3,24.01
Advait,18,Male,42.3,1.64,198,169,65,1.55,1199,Cardio,26.4,3.2,4,1,15.26
Kabir,23,Female,41.5,1.89,188,129,59,1.35,532,HIIT,27.6,3.4,3,2,20.79
Tia,22,Male,84.3,1.6,173,127,72,0.8,911,HIIT,24,3.3,5,1,13.86
Yuvan,34,Male,82.4,1.66,192,148,72,1.11,1090,Strength,26.3,3.4,2,2,18.08
Sara,24,,79.7,1.92,192,,53,1.29,1187,Yoga,25.3,3.5,5,3,45.54
Kabir,32,Male,40.6,1.92,166,169,57,1.33,1783,Strength,17.1,3.6,5,3,12.32
Reyansh,46,Female,58.6,2,194,135,55,2,1162,HIIT,27.1,3.6,2,1,24.38
Riya,20,Male,40,1.81,176,138,66,1.44,1210,Cardio,23,3.6,4,2,12.32
Krishna,36,Female,80.8,1.71,162,163,74,1.86,900,Yoga,19.4,2,2,2,12.54
Ishaan,54,Male,88.5,2,173,134,58,1.11,1388,HIIT,27.7,3.7,3,2,36.73
Myra,52,Male,84.3,1.69,164,169,54,0.77,1367,HIIT,32.6,2.9,3,2,15.11
Zara,47,Male,70.1,1.84,188,129,67,1.2,1261,Strength,28.4,2.5,3,2,17.99
Yuvan,35,Male,49.3,1.71,180,152,73,1.04,956,Cardio,32.9,1.7,4,3,12.65
Zara,40,Male,79.5,1.92,184,156,52,1.29,1178,Strength,14.7,1.5,4,1,23.51
